"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SDN","Sudan","2006","2006",1.96302,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SDN","Sudan","2008","2008",2.20143,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SDN","Sudan","2009","2009",2.21868,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","LSO","Lesotho","2000","2000",10.09155,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","LSO","Lesotho","2001","2001",9.36505,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","LSO","Lesotho","2002","2002",10.10045,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","LSO","Lesotho","2003","2003",13.21957,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","LSO","Lesotho","2004","2004",11.10901,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","LSO","Lesotho","2005","2005",12.07966,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","LSO","Lesotho","2006","2006",11.27128,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","LSO","Lesotho","2008","2008",11.38968,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2000","2000",3.70367,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2001","2001",3.66868,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2002","2002",4.09033,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2003","2003",3.96799,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2004","2004",4.12786,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2005","2005",4.10575,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2006","2006",4.0015,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2007","2007",4.25833,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2008","2008",4.34126,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2009","2009",4.41246,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2010","2010",4.55346,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2011","2011",4.13755,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2012","2012",4.61108,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2013","2013",4.729,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2014","2014",4.57743,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2015","2015",4.82988,"‡","UIS Estimation"
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2016","2016",4.94837,"‡","UIS Estimation"
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MRT","Mauritania","2001","2001",2.8395,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MRT","Mauritania","2002","2002",3.05538,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MRT","Mauritania","2003","2003",3.10349,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MRT","Mauritania","2004","2004",2.51687,"‡","UIS Estimation"
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MRT","Mauritania","2006","2006",2.52458,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MRT","Mauritania","2008","2008",3.55225,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MRT","Mauritania","2010","2010",3.60428,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MRT","Mauritania","2011","2011",3.05215,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MRT","Mauritania","2012","2012",2.7758,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MRT","Mauritania","2013","2013",2.93739,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MRT","Mauritania","2016","2016",2.63107,"‡","UIS Estimation"
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SWZ","Eswatini","2000","2000",5.50848,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SWZ","Eswatini","2001","2001",4.83824,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SWZ","Eswatini","2002","2002",4.44087,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SWZ","Eswatini","2003","2003",5.81677,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SWZ","Eswatini","2004","2004",5.40161,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SWZ","Eswatini","2005","2005",6.48462,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SWZ","Eswatini","2006","2006",6.55476,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SWZ","Eswatini","2008","2008",6.61812,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SWZ","Eswatini","2009","2009",6.47135,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SWZ","Eswatini","2010","2010",6.11837,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SWZ","Eswatini","2011","2011",6.86433,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SWZ","Eswatini","2014","2014",7.12767,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","GIN","Guinea","2000","2000",2.5934,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","GIN","Guinea","2001","2001",2.08191,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","GIN","Guinea","2002","2002",2.59387,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","GIN","Guinea","2003","2003",2.37102,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","GIN","Guinea","2004","2004",2.21,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","GIN","Guinea","2005","2005",1.84906,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","GIN","Guinea","2008","2008",1.58112,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","GIN","Guinea","2009","2009",2.20725,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","GIN","Guinea","2010","2010",2.55119,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","GIN","Guinea","2011","2011",2.28742,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","GIN","Guinea","2012","2012",1.83371,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","GIN","Guinea","2013","2013",2.63421,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","GIN","Guinea","2014","2014",2.42281,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","GIN","Guinea","2015","2015",2.51714,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","GIN","Guinea","2016","2016",2.518,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MUS","Mauritius","2000","2000",3.81526,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MUS","Mauritius","2001","2001",3.16975,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MUS","Mauritius","2002","2002",3.11292,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MUS","Mauritius","2003","2003",4.48438,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MUS","Mauritius","2004","2004",4.472,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MUS","Mauritius","2005","2005",4.20155,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MUS","Mauritius","2006","2006",3.81811,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MUS","Mauritius","2007","2007",3.1854,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MUS","Mauritius","2008","2008",3.06307,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MUS","Mauritius","2009","2009",3.04731,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MUS","Mauritius","2010","2010",3.55147,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MUS","Mauritius","2011","2011",3.33207,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MUS","Mauritius","2012","2012",3.4182,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MUS","Mauritius","2013","2013",3.61579,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MUS","Mauritius","2014","2014",4.91695,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MUS","Mauritius","2015","2015",4.88667,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MUS","Mauritius","2016","2016",5.0136,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2000","2000",5.44358,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2001","2001",5.15948,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2002","2002",5.06622,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2003","2003",4.86485,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2004","2004",5.06891,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2005","2005",5.0632,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2006","2006",5.07257,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2007","2007",4.97414,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2008","2008",4.866,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2009","2009",5.24869,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2010","2010",5.72174,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2011","2011",5.96275,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2012","2012",6.37164,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2013","2013",6.01354,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2014","2014",6.04662,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2015","2015",5.95619,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZAF","South Africa","2016","2016",5.94059,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MDG","Madagascar","2000","2000",2.91135,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MDG","Madagascar","2001","2001",3.25033,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MDG","Madagascar","2002","2002",2.71621,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MDG","Madagascar","2003","2003",3.03949,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MDG","Madagascar","2004","2004",3.2643,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MDG","Madagascar","2005","2005",3.84817,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MDG","Madagascar","2006","2006",3.28253,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MDG","Madagascar","2007","2007",3.36988,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MDG","Madagascar","2008","2008",2.91041,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MDG","Madagascar","2009","2009",3.17751,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MDG","Madagascar","2011","2011",2.78112,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MDG","Madagascar","2012","2012",2.73217,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MDG","Madagascar","2013","2013",2.08231,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MDG","Madagascar","2014","2014",2.79384,"‡","UIS Estimation"
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","MDG","Madagascar","2015","2015",2.56821,"‡","UIS Estimation"
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","UGA","Uganda","2000","2000",2.46167,"‡","UIS Estimation"
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","UGA","Uganda","2004","2004",4.95237,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","UGA","Uganda","2010","2010",2.38901,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","UGA","Uganda","2011","2011",3.03767,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","UGA","Uganda","2012","2012",2.48314,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","UGA","Uganda","2013","2013",2.20876,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","UGA","Uganda","2014","2014",2.25068,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","UGA","Uganda","2015","2015",2.77376,"‡","UIS Estimation"
