Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Mozambique,MOZ,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,0.01,,,,,,,2.1,,,,0.4,0.512979268,1.1,1.170485072,1.48729617,1.805053265,2.132657264,2.152214598,3.8,3.167154269,5.4,3.839114698,4.154243008,4.449355637,5,4.954971062
Mozambique,MOZ,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,0.01,0.010269812,0.029886074,0.159723803,0.559485316,1.17910111,2.318697929,6.6,4.548945904,5.633478642,6.695058823,5.7,8.769053459,8.1,10.8179121,11.84807396,12.89014149,13.95017719,13.57122385,15,17.25792313,20.2,19.54319191,20.70084572,21.86450768,24,24.19833946
Mozambique,MOZ,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,0.01,0.865414143,3.400372505,5.934300423,8.466166496,10.99494171,13.51959324,25.8,18.55240631,21.05850792,23.55700302,20.1,28.54052544,25,33.52486038,36.0243721,38.53253555,41.05216599,38.88888889,43.1,48.68732452,54.5,53.82503891,56.4028244,58.98418427,68,64.15076447
Myanmar,MMR,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,20.25734399,21.21792552,22.1660912,23.09914507,24.01212112,24.90243469,25.7666373,26.59964299,27.39944494,28.16082107,28.88264069,29.56955305,32.15210395,30.86784178,31.49319183,32.11312589,32.73520721,33.3655849,34.01326984,34.67620819,34.3,36.06722103,36.79040815,37.52821515,49,48.9,39.7927429
Myanmar,MMR,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,35.65203094,36.53493118,37.41732025,38.29664993,39.16986465,40.0338974,40.88569641,41.7222023,42.54034805,43.33708572,44.11086655,44.86624146,47,46.3460083,47.08253098,47.82489395,48.5791626,49.35139847,50.14615631,50.96194458,48.8,52.64458084,53.5054245,54.37528229,52,60.5,57.00938416
Myanmar,MMR,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,82.91378021,83.16989899,83.42584991,83.68076324,83.93362427,84.18338776,84.42903137,84.66952515,84.90382385,85.13092041,85.35040283,85.56446075,85.77590942,85.98755646,86.20222473,86.42272949,86.65188599,86.89250183,87.14664459,87.4132843,89,87.97691345,88.27033234,88.56910706,85.5,90.8,89.48001862
Namibia,NAM,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,9.023287239,10.16832029,4.2,12.17151489,13.14309071,14.10822134,15.06147764,16.00041324,16.92021883,17.8174632,13.2,19.54033282,20.11685428,20.6312751,21.138033,21.64877699,22.16906078,14.6,23.27390544,23.86821498,24.48374423,25.121538,25.77672853,20.5,27.18926573,27.9422354,28.72422686
Namibia,NAM,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,25.2347908,26.31731606,26.4,28.47828865,29.55112839,30.61478996,31.66621399,32.70234299,33.72011948,34.71648026,36.5,36.64488602,37.58753967,38.52390671,39.4600563,40.4020462,41.35594177,43.7,43.32218933,44.33760071,45.37103653,46.41949081,47.4799614,47.4,49.62493515,50.70343018,51.78242493
Namibia,NAM,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,67.641716,68.01062775,66,68.74706268,69.11270905,69.47525787,69.83368683,70.18696594,70.53405762,70.87393188,73.2,71.53305054,71.85728455,72.18171692,72.50917053,72.84246063,73.18440247,77.6,73.90473938,74.2841568,74.67430115,75.07336426,75.47956848,72.2,76.30626678,76.72318268,77.14040375
Nepal,NPL,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,12.1,6.76282832,10.76712996,14.76936106,18.7692023,17.4,27.01113698,31.24013513,27.3,39.76455205,43.2,48.42928057,52.8311672,57.28125156,61.77697544,72.9,70.89714052,75.51703467,81.7,84.86755038,85.2
Nepal,NPL,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,0.01,0.065060191,0.458564401,1.726277947,3.5338521,7.575012684,17.9,15.6175642,19.61283875,23.58669853,27.53760529,24.6,35.39025497,39.30412292,37.2,47.13725662,51.2,55.018013,58.98989487,62.98280716,66.9937439,76.3,75.05766296,79.10464478,84.9,87.21362305,90.7
Nepal,NPL,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,75.22305298,76.11860657,77.01398468,77.90834045,78.80062866,79.68982697,78.4,81.45482635,82.32855988,83.19508362,84.05400848,85.7,85.75837708,86.60945129,87.4,88.32349396,90.1,90.07213593,90.96570587,91.87177277,92.78855896,97,94.64712524,95.58533478,97.7,97.47068024,94.5
Netherlands,NLD,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Netherlands,NLD,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Netherlands,NLD,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Netherlands Antilles,ANT,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands Antilles,ANT,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands Antilles,ANT,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
New Caledonia,NCL,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
New Caledonia,NCL,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
New Zealand,NZL,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
New Zealand,NZL,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
New Zealand,NZL,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Nicaragua,NIC,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,41.26564344,41.96929587,42.67561184,42.469212,44.0796826,44.76550511,45.43114343,46.07293909,40.683522,47.26390204,47.80182666,41.209827,48.79459831,49.26791263,49.73766412,43.590788,50.70399124,51.21098386,51.74607722,47.234364,52.88901151,53.4892848,54.10296049,54.72561615,57.14328,55.98073636,56.60474386
Nicaragua,NIC,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,66.82804108,67.46522522,68.10189819,72.064174,69.36301422,69.98133087,70.5874176,71.17819977,69.047103,72.30165863,72.82972717,72.22158,73.83669281,74.32772064,74.81852722,73.821815,75.82373047,76.35025024,76.89929199,77.916313,78.05745697,78.66056824,79.2756958,79.89984131,81.853073,81.16313934,81.79679871
Nicaragua,NIC,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,90.10756683,90.4618454,90.81594849,93.545318,91.52003479,91.86795807,92.21175385,92.55039978,90.707303,93.20810699,93.52574921,91.886024,94.14756012,94.45736694,94.77018738,95.431992,95.41615295,95.75492859,96.10722351,97.937148,96.84752655,97.23195648,97.62353516,98.02046967,98.406807,98.82325745,99.22584534
Niger,NER,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,0.2,,,1.343170428,1.966936336,0.876526942,0.2,1.452765783,0.381887616,1.92146737,2.121535173,2.305422008,2.478193262,,1.5,2.993993935,3.183364261,3.381340191,3.585183566,4.8,5.2,4.185735797,4.36773872,7.1,4.679922771
Niger,NER,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,2.290002346,2.887128115,4.4,4.077301025,4.664740086,6.2,7,6.359755516,6.7,7.403091431,6.481481481,8.3606987,8.817951202,9.268918991,9.719666481,7.1,9.3,11.1312151,11.64019966,12.17021084,12.71824646,14.3,14.4,14.44045448,15.03054428,16.6,16.21723366
Niger,NER,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,24.21349907,25.8000412,26.7,28.97174835,30.55502701,32.13521194,33.71127319,35.2821846,36.5,38.40442276,40.67278287,41.498806,43.0406723,44.58274078,46.12782669,47.6787529,47.2,50.80936813,52.39392853,53.99098587,55.5987587,59.9,61.8,60.46849442,62.10126114,60.2,65.3706665
Nigeria,NGA,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,8.6,11.89534062,12.89122409,13.89307927,14.89722183,15.89889616,16.89330116,17.88049391,18.8544735,27.9,20.7452951,21.38723672,22.01845279,33.8,23.28486685,23.9398678,24.6208725,32.29125888,31.4,26.9024872,34.9,35.5,29.60863258,34.4,31.67585522,32.8,41.1
Nigeria,NGA,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,27.3,33.55838013,34.61891174,35.67638779,36.72774506,37.76992416,38.79986954,39.81451416,40.81081009,44.9,42.73761368,43.67113113,44.59230042,52.2,46.42185211,47.34236145,48.27477646,50.13091943,50.3,51.1919899,48,55.9,54.26990509,55.6,56.37191391,52.5,59.3
Nigeria,NGA,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,82.4,83.68431091,83.71851349,83.75167847,83.78278351,83.81079865,83.83468628,83.85342407,83.86598206,84.3,83.8690567,83.86135864,83.85105896,84.9,83.83386993,83.83261871,83.84001923,86.16288264,84.8,83.93616486,79.8,87.1,84.12796021,83.6,84.2855835,81.5,86
Northern Mariana Islands,MNP,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Northern Mariana Islands,MNP,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Northern Mariana Islands,MNP,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Norway,NOR,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Norway,NOR,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Norway,NOR,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Oman,OMN,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100
Oman,OMN,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100
Oman,OMN,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100
Pakistan,PAK,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,45.13692267,44.7,49.12301141,51.12999039,53.14139646,55.15338079,57.16149689,59.16291719,60.07,63.12269558,65.07034651,68.49966995,68.9291433,70.8569062,72.79503243,74.27,76.73858555,84.4,80.8296813,87.1,85.09747334,87.9,89.52681988,90.5,94.10202754,90.37,98.8076737
Pakistan,PAK,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,59.93660355,59.6,63.07523727,64.64124298,66.2011261,67.75183105,69.29030609,70.81347656,70.46,73.80171204,75.26216125,77.7,78.1339035,79.55731964,80.98051453,83.85,83.85049438,89.2,86.79083252,90.73,89.81377411,91.37,92.89678955,93.6,96.01585388,93.5,99.14743805
Pakistan,PAK,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,93.53985596,95.2,94.01867676,94.25697327,94.49320984,94.72634888,94.95536804,95.17923737,93.14,95.60738373,95.81024933,96.0076828,96.20250702,96.3975296,96.59557343,96.4,97.01198578,98.3,97.47350311,97.73,97.9842453,98.08,98.53069305,99.8,99.09857178,98.7,99.67388916
Palau,PLW,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,93.08031266,93.41323846,93.75524551,94.09740132,94.43152944,94.75091669,95.1415805,95.50612298,95.81316664,96.05705603,96.18120711,96.08639464,95.95123304,95.78633387,95.60150136,97.5495916,95.24808559,95.12803729,95.07482827,95.09596998,95.19356259,95.36545429,96.24689707,95.9256736,98.6,96.74203363,97.23025931
Palau,PLW,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,97.47045135,97.60187531,97.73278809,97.86064148,97.98236847,98.09492493,98.19524384,98.28027344,98.34693909,98.39219666,98.41449738,98.418396,98.40994263,98.39520264,98.38024902,98.91650733,98.37392426,98.39467621,98.43795776,98.50226593,98.58459473,98.6819458,97.63042631,98.90968323,99.8103,99.16146088,99.28935242
Palau,PLW,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,99.38873291,99.3996582,99.41040802,99.4201355,99.42779541,99.43236542,99.43281555,99.42810822,99.41722107,99.39911652,99.37340546,99.3422699,99.30852509,99.27497864,99.2444458,99.69929836,99.20371246,99.19914246,99.20809174,99.22953033,99.26168823,99.30277252,98.49097512,99.40457916,100,99.52066803,99.57990265
Panama,PAN,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,43.49,46.20830866,47.02104924,47.85963119,48.71627172,49.58959945,50.47225961,51.36460243,52.25626951,53.14345493,52.16,55.5507969,56.99784364,71.53954626,59.91799957,61.41583159,62.95477748,64.54638069,66.20267524,67.92133988,61.65,71.52600735,73.40079637,68.4,77.27643101,79.26983554,81.2950521
Panama,PAN,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,70.19,73.3535614,74.21954346,75.08246613,75.93927002,76.78689575,77.62228394,78.44238281,79.24412537,80.02445221,81.40141009,81.52078247,82.24740601,87.8,83.68785095,84.4138031,85.15166473,85.90749359,86.68584442,87.48522186,86.85,89.13504028,89.97947693,89.1,91.69238281,92.55484009,93.4178009
Panama,PAN,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,95.56,95.78234863,95.93128204,96.07918549,96.22502899,96.36778259,96.50640869,96.63988495,96.76717377,96.88725281,97.19,97.10676575,97.2111969,97.31583405,97.4234848,97.53697205,97.65911102,97.79272461,97.93984985,98.09947205,98.7,98.44907379,98.63547516,98.3,99.02257538,99.21968842,99.41710663
Papua New Guinea,PNG,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,0.347052541,2.9,2.055245907,2.876488385,3.672399063,4.440036958,5.085778594,5.714945167,6.336802925,6.958599916,7.585527796,6.5,8.883025252,9.565065381,10.26936605,9,11.73267268,12.48462187,13.23747597,13.98810547,14.73404409,15.4713486
Papua New Guinea,PNG,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,5.114663601,5.861414909,6.607656002,7.350838661,8.087903023,8.815789223,11,10.23179436,10.91379452,11.57438087,12.21201515,12.8312397,13.43811703,14.03871059,14.63908291,15.24529839,12.4,16.4995079,17.15811729,17.8377552,19.5,19.24809456,19.97279167,20.7064991,21.44621468,22.18893433,22.9321537
Papua New Guinea,PNG,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,57.57668304,58.16155624,58.7462616,59.32993317,59.91154099,60.4900589,63.1,61.63369751,62.19675446,62.75260162,63.30083847,63.84365082,64.3838501,64.92424774,65.46767426,66.01692963,61.3,67.14421082,67.72710419,68.32249451,71.2,69.54362488,70.165802,70.79333496,71.42443085,72.05731964,72.69049835
Paraguay,PRY,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,65.60010322,66.75999062,67.9475639,69.21057416,70.50048107,55.112303,73.12008191,71.688439,75.76233443,76.609359,78.3867785,82.037194,82.57199,84.989224,86.986468,88.99675,94.092832,92.742488,93.256852,94.596283,94.268077,96.253098,95.143326,97.892911,97.74687,98.59416,96.1
Paraguay,PRY,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,80.42372894,81.32014465,82.21605682,83.10890198,83.99563599,77.469114,85.7385025,86.412854,87.4201889,88.518177,89.01773834,91.04207,91.666443,92.558399,93.249876,94.686886,96.749045,96.452771,96.677896,96.891335,97.43086,98.23656,97.835616,99.015884,99.000716,99.331532,98.4
Paraguay,PRY,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,96.04250336,96.21073151,96.37878418,96.54580688,96.71076965,96.450145,97.03038025,97.566108,97.32938385,97.515368,97.60016632,97.925846,97.754926,97.80421,97.533542,98.394309,98.536399,98.833535,99.009049,98.388943,99.495933,99.555902,99.638662,99.771428,99.831939,99.815336,99.9
Peru,PER,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,19.6,2.226658958,4.670160593,7.15630976,17.8,23.845619,29.172649,29.028567,28.944198,27.617721,29.971636,29.695809,32.028739,34.584732,39.626711,45.41024,50.133503,55.129787,58.5864,64.237932,68.558489,71.597192,74.504761,77.92171,75.57290458
Peru,PER,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,60.22378922,61.61709595,70.1,64.39963531,65.78325653,67.15769958,67,69.16024,72.072063,74.078523,72.496495,72.113111,74.382688,74.380966,75.692357,77.173645,80.157275,81.988131,84.678343,86.42432,88.123061,89.707491,91.099508,92.135365,92.919989,93.852179,94.85174561
Peru,PER,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,89.73246765,90.13290405,90.3,90.93241119,91.32958984,91.72367096,92,91.792103,93.421129,95.064564,95.160342,92.363804,93.830749,93.762531,94.305688,94.65564,96.160471,95.809539,97.041166,97.476145,98.142493,98.376636,98.629566,98.779725,98.880892,98.874896,100
Philippines,PHL,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,40.1491516,42.05555361,43.95772657,46.4,47.7321318,49.59450693,51.43378327,53.24510125,51.9,55.25380652,58.4860893,60.27341239,62.02483143,59.8,65.46047263,67.16172028,68.86518778,70.57935961,72.8,74.05745571,75.81545302,77.57135027,79.32341861,81.5,82.80938176,85.12,86.25955922
